id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width
1173,The Madonna and Child (The Mackintosh Madonna),http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20-%20Mackintosh%20Madonna.JPG,Raphael,1509,oil paint,National Gallery,National Gallery,Unknown,78.8,64.2
310,Dancers,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20Dancers%201916.jpg,Theo van Doesburg,1916,oil paint,Kröller-Müller Museum,Kröller-Müller Museum,Unknown,48,30
210,Portrait of Pope Pius VII,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20018.jpg,Jacques-Louis David,1805,oil paint,Department of Paintings of the Louvre,Room 702,Tuileries Palace,86.5,71.5
364,The Wine Glass,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20van%20Delft%20-%20The%20Glass%20of%20Wine%20-%20Google%20Art%20Project.jpg,Jan Vermeer van Haarlem the Elder,1659,canvas,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,67.7,79.6
141,Minerva Protects Pax from Mars,http://commons.wikimedia.org/wiki/Special:FilePath/Rubens%20peace-war.jpg,Peter Paul Rubens,1629,canvas,National Gallery,National Gallery,Unknown,203.5,298
913,Unfinished Portrait of General Bonaparte,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20011.jpg,Jacques-Louis David,1797,oil paint,Department of Paintings of the Louvre,Room 714,Unknown,81,65
406,The Victim of the Fiesta,http://commons.wikimedia.org/wiki/Special:FilePath/Ignacio%20Zuloaga%20y%20Zabaleta%20-%20The%20Victim%20of%20the%20Fiesta%20-%20A2010%20-%20Hispanic%20Society%20of%20America.jpg,Ignacio Zuloaga,1910,canvas,Hispanic Society of America,Hispanic Society of America,Unknown,284.4,344.1
200,Guernica,http://commons.wikimedia.org/wiki/Special:FilePath/Mural%20del%20%22Guernica%22%20de%20Picasso.jpg,Pablo Picasso,1937,oil paint,Museo Nacional Centro de Arte Reina Sofía,Museo Nacional Centro de Arte Reina Sofía,Paris,349,776
454,The Blind Girl,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20The%20Blind%20Girl%2C%201854-56.jpg,John Everett Millais,1856,canvas,Birmingham Museums Trust,Birmingham Museum and Art Gallery,Unknown,82.6,62.2
366,The Wine Glass,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20van%20Delft%20-%20The%20Glass%20of%20Wine%20-%20Google%20Art%20Project.jpg,Johannes Vermeer,1659,canvas,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,67.7,79.6
858,La Blonde aux seins nus,http://commons.wikimedia.org/wiki/Special:FilePath/Manet%2C%20Edouard%20-%20Blonde%20Woman%20with%20Bare%20Breasts.jpg,Édouard Manet,1878,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,62.5,52
11,Am Seddiner See bei Kähnsdorf,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Schuch%20-%20Am%20Seddiner%20See%20bei%20K%C3%A4hnsdorf.jpg,Carl Schuch,1880,canvas,Pomeranian State Museum,Pomeranian State Museum,Unknown,60.5,82
148,Saint Jerome penitent,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Saint%20Jerome%20-%20Montserrat.jpg,Caravaggio,1600,canvas,Museum of Montserrat,Museum of Montserrat,Unknown,137,100
916,Virgin and Child with Saint Paul,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%20Vecellio%20Virgin%20Mary%20with%20Child%20and%20St.%20Paul.jpg,Titian,1540,canvas,"Museum of Fine Arts, Budapest",Hungarian National Gallery,Unknown,108,96.5
911,Equestrian Portrait of Prince Balthasar Charles,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20Pr%C3%ADncipe%20Baltasar%20Carlos%20%28Museo%20del%20Prado%2C%201634-35%29.jpg,Diego Velázquez,1634,canvas,Museo del Prado,Prado Hall 012,Unknown,211.5,177
846,Gonfalon with the Pietà,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat07.jpg,Pietro Perugino,1472,canvas,National Gallery of Umbria,National Gallery of Umbria,Unknown,128,165
931,Portrait of Juan Martínez Montañés,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20Juan%20Mart%C3%ADnez%20Monta%C3%B1%C3%A9s%20%28Museo%20del%20Prado%2C%201635-36%29.jpg,Diego Velázquez,1635,oil paint,Museo del Prado,Prado Hall 012,Unknown,109,88
722,Le Désespéré,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20Le%20D%C3%A9sesp%C3%A9r%C3%A9%20%281843%29.jpg,Gustave Courbet,1840,oil paint,Q136497529,Musée d'Orsay,Unknown,45,54
934,Luncheon of the Boating Party,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Luncheon%20of%20the%20Boating%20Party%20-%20Google%20Art%20Project.jpg,Pierre-Auguste Renoir,1880,oil paint,The Phillips Collection,The Phillips Collection,Unknown,130,173
1307,Christ Carrying the Cross,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%20o%20giorgione%2C%20cristo%20portacroce.jpg,Titian,1506,oil paint,Scuola Grande di San Rocco,Scuola Grande di San Rocco,Unknown,70,100
901,La Mousmé,http://commons.wikimedia.org/wiki/Special:FilePath/Vangogh%20mousme.jpg,Vincent van Gogh,1888,oil paint,National Gallery of Art,National Gallery of Art,Arles,73.3,60.3
651,Young Saint with a Sword,http://commons.wikimedia.org/wiki/Special:FilePath/Perugino%2C%20pala%20di%20sant%27agostino%2C%20santo%20giovane%20con%20spada.jpg,Pietro Perugino,1513,panel,Department of Paintings of the Louvre,Room 710,Unknown,1.375,1.39
136,Madonna under the Fir Tree,http://commons.wikimedia.org/wiki/Special:FilePath/Cranach-the-elder-wroclaw-madonna.jpg,Lucas Cranach the Elder,1510,oil paint,Archdiocesan Museum in Wrocław,Archdiocesan Museum in Wrocław,Unknown,71,51
1102,Rejtan,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Matejko%20-%20Upadek%20Polski%20%28Reytan%29.jpg,Jan Matejko,1866,oil paint,Royal Castle in Warsaw,Royal Castle in Warsaw,Unknown,282,487
436,Crucifixion of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Perugino%2C%20pala%20di%20monteripido%2C%20recto.jpg,Pietro Perugino,1502,oil paint,National Gallery of Umbria,National Gallery of Umbria,Unknown,240,180
571,Saint Jerome in the desert,http://commons.wikimedia.org/wiki/Special:FilePath/Mantegna%20-%20sjeronimodeserto01.jpg,Andrea Mantegna,1449,panel,São Paulo Museum of Art,São Paulo Museum of Art,Unknown,51,40
1189,The Mill,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20The%20Mill%20-%20Google%20Art%20Project.jpg,Rembrandt,1648,canvas,Orleans Collection,National Gallery of Art,Unknown,87.6,105.6
1129,Equestrian Portrait of Philip IV,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20053.jpg,Diego Velázquez,1634,canvas,Museo del Prado,Prado Hall 012,Unknown,303,317
159,Dante's Dream,http://commons.wikimedia.org/wiki/Special:FilePath/Dante%20Gabriel%20Rossetti%20-%20Dante%27s%20Dream%20at%20the%20Time%20of%20the%20Death%20of%20Beatrice%20%281871%29.jpg,Dante Gabriel Rossetti,1871,canvas,Walker Art Gallery,Walker Art Gallery,Unknown,216,312.4
504,Annunciation,http://commons.wikimedia.org/wiki/Special:FilePath/Annonciation%20Guido%20Reni%20Louvre.jpg,Guido Reni,1629,canvas,Department of Paintings of the Louvre,Room 716,Unknown,319,221
544,Slave Market in Rome,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-L%C3%A9on%20G%C3%A9r%C3%B4me%20004.jpg,Jean-Léon Gérôme,1884,oil paint,Hermitage Museum,Hermitage Museum,France,92,74
1148,Magdalene with the Smoking Flame,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Tour%20-%20La%20Madeleine%20%C3%A0%20la%20veilleuse%20dite%20La%20Madeleine%20Terff%2C%20vers%201642%20-%201644%2C%20RF%201949%2011.jpg,Georges de La Tour,1642,canvas,Munich Central Collecting Point,Munich Central Collecting Point,Unknown,128,94
343,Portrait of a young woman,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait-of-a-Young-Girl-Raphael.jpg,Giulio Romano,1519,oil paint,Musée des Beaux-Arts de Strasbourg,Musée des Beaux-Arts de Strasbourg,Unknown,60,44
383,St. Michael Vanquishing Satan,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Grand%20Saint%20Michel%2C%20by%20Raffaello%20Sanzio%2C%20from%20C2RMF%20retouched.jpg,Raphael,1518,oil paint,Department of Paintings of the Louvre,Room 710,Unknown,268,160
1038,The Cheat with the Ace of Diamonds,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Tricheur%20%C3%A0%20l%27as%20de%20carreau%20-%20Georges%20de%20La%20Tour%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%201972%208.jpg,Georges de La Tour,1635,canvas,Department of Paintings of the Louvre,Room 912,Unknown,106,146
844,Madame X (Virginie Amélie Avegno Gautreau),http://commons.wikimedia.org/wiki/Special:FilePath/Sargent%20MadameX.jpeg,John Singer Sargent,1884,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,2432,1438
906,Allegory of Virtue and Vice,http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20Veronese%20036.jpg,Paolo Veronese,1565,canvas,The Frick Collection,The Frick Collection,Unknown,219,170
582,Madonna and Child with Saint John the Baptist and Two Angels,http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%2C%20The%20Virgin%20and%20Child%20with%20Two%20Angels%20and%20the%20Young%20St%20John%20the%20Baptist.jpg,Sandro Botticelli,1470,tempera,Galleria dell'Accademia,Galleria dell'Accademia,Unknown,85,62
97,The Raft of the Medusa,http://commons.wikimedia.org/wiki/Special:FilePath/JEAN%20LOUIS%20TH%C3%89ODORE%20G%C3%89RICAULT%20-%20La%20Balsa%20de%20la%20Medusa%20%28Museo%20del%20Louvre%2C%201818-19%29.jpg,Théodore Géricault,1819,canvas,Department of Paintings of the Louvre,Room 700,Unknown,491,716
978,Portrait of Sigismondo Pandolfo Malatesta,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%2C%20ritratto%20di%20sigismondo%20malatesta.jpg,Piero della Francesca,1450,tempera,Department of Paintings of the Louvre,Room 709,Unknown,44,34
1014,The Burial of Saint Lucy,http://commons.wikimedia.org/wiki/Special:FilePath/Burial%20of%20Saint%20Lucy-Caravaggio%20%281608%29.jpg,Caravaggio,1608,oil paint,Santa Lucia al Sepolcro sanctuary,Italy,Unknown,408,300
491,Marriage of Sisley,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20108.jpg,Pierre-Auguste Renoir,1868,canvas,Wallraf–Richartz Museum,Wallraf–Richartz Museum,Unknown,105,75
886,Picnic on the banks of the Manzanares,http://commons.wikimedia.org/wiki/Special:FilePath/La%20merienda%20a%20orilla%20del%20Manzanares.jpg,Francisco Goya,1776,canvas,Museo del Prado,Museo del Prado,Unknown,271,295
157,Wheatfield with Crows,http://commons.wikimedia.org/wiki/Special:FilePath/Korenveld%20met%20kraaien%20-%20s0149V1962%20-%20Van%20Gogh%20Museum.jpg,Vincent van Gogh,1890,oil paint,Van Gogh Museum,Van Gogh Museum,Auvers-sur-Oise,50.2,103
472,Mardi Gras,http://commons.wikimedia.org/wiki/Special:FilePath/Mardi%20gras%2C%20par%20Paul%20C%C3%A9zanne%2C%20Yorck.jpg,Paul Cézanne,1888,oil paint,Pushkin Museum of Fine Arts,Pushkin Museum of Fine Arts,Unknown,102,81
865,"Bataille d'Aboukir, 25 Juillet 1799",http://commons.wikimedia.org/wiki/Special:FilePath/Antoine-Jean%20Gros%20-%20Bataille%20d%27Aboukir%2C%2025%20juillet%201799%20-%20Google%20Art%20Project.jpg,Antoine-Jean Gros,1806,canvas,Museum of the History of France,Museum of the History of France,Unknown,578,968
938,Portrait of Baudouin de Lannoy,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Eyck%20%28um%201390-1400%20-%201441%29%20-%20Baudouin%20de%20Lannoy%20-%20525G%20-%20Gem%C3%A4ldegalerie.jpg,Jan van Eyck,1434,panel,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,26,19.5
433,The Wounded Angel,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Wounded%20Angel%20-%20Hugo%20Simberg.jpg,Hugo Simberg,1903,canvas,Finnish National Gallery,Ateneum,Unknown,127,154
479,Apollo and Marsyas,http://commons.wikimedia.org/wiki/Special:FilePath/Apollon%20et%20Daphnis%20-%20Le%20P%C3%A9rugin%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%20370.jpg,Pietro Perugino,1497,oil paint,Department of Paintings of the Louvre,Room 709,Unknown,39,29
1228,The Annunciation,http://commons.wikimedia.org/wiki/Special:FilePath/Masolino%20Annunciation.jpg,Masolino da Panicale,1423,tempera,National Gallery of Art,National Gallery of Art,Unknown,148.8,115.1
1202,"Allegory on the 18th Brumaire, or: France saved",http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Versailles%2C%20salle%20du%20sacre%2C%20All%C3%A9gorie%20du%20dix-huit%20brumaire%20ou%20La%20France%20sauv%C3%A9e%2C%201801%2C%20Antoine-Fran%C3%A7ois%20Callet.jpg,Antoine-François Callet,1801,oil paint,Museum of the History of France,Sacre Hall,France,6.16,3
494,Incarnation of Jesus by Piero di Cosimo,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%20di%20Cosimo%20Incarnation%20of%20Jesus%2001.jpg,Piero di Cosimo,1505,panel,Uffizi Gallery,Uffizi Gallery,Unknown,206,172
1238,The Faux Pas,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Faux-Pas%20-%20Jean-Antoine%20Watteau%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20MI%201127.jpg,Jean-Antoine Watteau,1717,oil paint,Department of Paintings of the Louvre,Room 918,Unknown,40,31.5
1082,Charles IV of Spain and His Family,http://commons.wikimedia.org/wiki/Special:FilePath/La%20familia%20de%20Carlos%20IV%2C%20por%20Francisco%20de%20Goya.jpg,Francisco Goya,1800,canvas,Museo del Prado,Museo del Prado,Unknown,280,336
309,Winter,http://commons.wikimedia.org/wiki/Special:FilePath/Seurat%20Arbres%2C%20Hiver.JPG,Georges Seurat,1883,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,15.5,25.1
1000,Virgin of the Sea,http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%2C%20madonna%20del%20Mare.jpg,Sandro Botticelli,1477,tempera,Galleria dell'Accademia,Galleria dell'Accademia,Unknown,40,28
882,The Martyrdom of Saint Ursula,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Martyrdom%20of%20Saint%20Ursula-Caravaggio%20%281610%29.jpg,Caravaggio,1610,oil paint,Gallerie d'Italia,Gallerie d'Italia,Unknown,154,178
1097,The Fairy Feller's Master-Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Dadd%20-%20The%20Fairy%20Feller%27s%20Master-Stroke%20-%20Google%20Art%20Project.jpg,Richard Dadd,1855,canvas,Tate,Tate,Unknown,39.4,54
681,Freedom of Worship,http://commons.wikimedia.org/wiki/Special:FilePath/Save%20freedom%20of%20worship%20-%20each%20according%20to%20the%20dictates%20of%20his%20own%20conscience%20-%20buy%20war%20bonds%20-%20DPLA%20-%2032b167140fd2f03c3b0dbdbc8aeb298c.jpg,Norman Rockwell,1943,oil paint,Norman Rockwell Museum,Norman Rockwell Museum,Unknown,116.8,90
635,Moses Smashing the Tablets of the Law,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20Moses%20with%20the%20Ten%20Commandments%20-%20Google%20Art%20Project.jpg,Rembrandt,1659,canvas,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,168.5,136.5
623,Christ in the House of Martha and Mary,http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20en%20casa%20de%20Marta%20y%20Mar%C3%ADa%2C%20by%20Diego%20Vel%C3%A1zquez.jpg,Diego Velázquez,1618,canvas,National Gallery,National Gallery,Unknown,60,103.5
1003,Proserpine,http://commons.wikimedia.org/wiki/Special:FilePath/Dante%20Gabriel%20Rossetti%20-%20Proserpine%20-%20Google%20Art%20Project.jpg,Dante Gabriel Rossetti,1874,oil paint,Tate Britain,Tate Britain,Unknown,125.1,61
179,Saint Praxedis,http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer%20saint%20praxedis.jpg,Johannes Vermeer,1655,canvas,National Museum of Western Art,National Museum of Western Art,Unknown,101.6,82.6
288,The Balcony,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20The%20Balcony%20-%20Google%20Art%20Project.jpg,Édouard Manet,1868,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,170,124.5
1276,Self-portrait with three collars,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Louis%20David%20auto%20portrait%20Florence.jpg,Jacques-Louis David,1791,oil paint,Vasari Corridor,Uffizi Gallery,Unknown,64,53
1101,Blind Man's Bluff,http://commons.wikimedia.org/wiki/Special:FilePath/Fragonard%20collin%20maillard.jpg,Jean-Honoré Fragonard,1760,canvas,Toledo Museum of Art,Toledo Museum of Art,Unknown,1168,914
295,Rubens and Isabella Brant in the honeysuckle bower,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20Rubens%20and%20Isabella%20Brant%20in%20the%20honeysuckle%20bower.jpg,Peter Paul Rubens,1609,canvas,Alte Pinakothek,"Alte Pinakothek, upper floor, gallery VII",Antwerp,178,136.5
352,Saint John the Baptist,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20-%20Saint%20John%20the%20Baptist%20C2RMF%20retouched.jpg,Leonardo da Vinci,1514,oil paint,Department of Paintings of the Louvre,Louvre Abu Dhabi,Unknown,69,57
904,Portrait of a Man with a Medal of Cosimo the Elder,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20a%20Man%20with%20a%20Medal%20of%20Cosimo%20the%20Elder%20-%20Sandro%20Botticelli%20%28edit%29.jpg,Sandro Botticelli,1474,tempera,Uffizi Gallery,Uffizi Gallery,Unknown,57.5,44
1094,A Lady Writing a Letter,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Lady%20Writing%20by%20Johannes%20Vermeer%2C%201665-6.png,Johannes Vermeer,1665,canvas,National Gallery of Art,National Gallery of Art,Unknown,45,40
1136,Madonna and Child,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20con%20il%20Bambino.jpg,Giovanni Battista Salvi da Sassoferrato,1640,panel,Pinacoteca Comunale di Cesena,Pinacoteca Comunale di Cesena,Unknown,73,60
939,Portrait of Cooper Penrose,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Cooper%20Penrose%20by%20Jacques-Louis%20David%2C%20San%20Diego%20Museum%20of%20Art.JPG,Jacques-Louis David,1802,canvas,Timken Museum of Art,Timken Museum of Art,Unknown,51.375,38.375
89,Alba Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/RaphaelAlba.jpg,Raphael,1511,panel,National Gallery of Art,National Gallery of Art,Unknown,98,98
905,The Last of England,http://commons.wikimedia.org/wiki/Special:FilePath/Ford%20Madox%20Brown%20-%20The%20Last%20of%20England%20-%20Google%20Art%20Project.jpg,Ford Madox Brown,1853,panel,Birmingham Museums Trust,Birmingham Museum and Art Gallery,Unknown,825,750
680,Freedom from Want,http://commons.wikimedia.org/wiki/Special:FilePath/%22Freedom%20From%20Want%22%20-%20NARA%20-%20513539.jpg,Norman Rockwell,1943,canvas,Norman Rockwell Museum,Norman Rockwell Museum,Unknown,116.2,90
1281,Ascension,http://commons.wikimedia.org/wiki/Special:FilePath/Giotto%20di%20Bondone%20-%20Ascension%20of%20Christ%20-%20WGA09156.jpg,Giotto,1291,fresco,Basilica of San Francesco d'Assisi,Upper Basilica of San Francesco d'Assisi,Unknown,500,400
745,Madonna del Prato,http://commons.wikimedia.org/wiki/Special:FilePath/Bellini%2C%20Giovanni%20-%20Madonna%20of%20the%20Meadow.jpeg,Giovanni Bellini,1500,oil paint,National Gallery,Room 63 La Serenissima: Painting in Venice 1450–1500,Unknown,67.3,86.4
1249,White House at Night,http://commons.wikimedia.org/wiki/Special:FilePath/Whitehousenight.jpg,Vincent van Gogh,1890,oil paint,Hermitage Museum,Hermitage Museum,Auvers-sur-Oise,59,72.5
747,Rembrandt and Saskia in the parable of the Prodigal Son,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20Rembrandt%20and%20Saskia%20in%20the%20Scene%20of%20the%20Prodigal%20Son%20-%20Google%20Art%20Project.jpg,Rembrandt,1635,oil paint,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,Unknown,161,131
694,La Rue Montorgueil,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20The%20Rue%20Montorgueil%20in%20Paris.%20Celebration%20of%20June%2030%2C%201878%20-%20Google%20Art%20Project.jpg,Claude Monet,1878,canvas,Munich Central Collecting Point,Musée d'Orsay,Paris,50,500
291,Portrait of Jakob Fugger the Rich,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20080.jpg,Albrecht Dürer,1520,panel,Bavarian State Painting Collections,Staatsgalerie Altdeutsche Meister,Augsburg,69.4,53
286,Le Cercle de la rue Royale,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Tissot%20-%20The%20Circle%20of%20the%20Rue%20Royale%20-%20Google%20Art%20Project.jpg,James Tissot,1868,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,175,281
662,Madonna of the Carnation,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20of%20the%20Carnation%20-%20Leonardo%20da%20Vinci.jpg,Leonardo da Vinci,1475,panel,Bavarian State Painting Collections,Alte Pinakothek,Unknown,62,47.5
1254,Barques aux Saintes-Maries,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Vissersboten%20op%20het%20strand%20van%20Les%20Saintes-Maries-de-la-Mer%20-%20Google%20Art%20Project.jpg,Vincent van Gogh,1888,oil paint,Van Gogh Museum,Van Gogh Museum,Arles,65,81
429,Lucca Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Lucca%20Madonna%20%28SM%20944%29.png,Jan van Eyck,1437,mixed technique,Städel Museum,Städel Museum,Unknown,65.7,49.6
267,The Daughters of Catulle Mendès,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Daughters%20of%20Catulle%20Mend%C3%A8s%20by%20Auguste%20Renoir.jpg,Pierre-Auguste Renoir,1888,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Paris,161.9,129.9
328,Allegory of August: Triumph of Ceres,http://commons.wikimedia.org/wiki/Special:FilePath/Maestro%20dell%27Agosto%20o%20Gherardo%20da%20Vicenza%20-%20Allegory%20of%20August%20-%20Triumph%20of%20Ceres%20-%20WGA23129.jpg,Gherardo da Vicenza,1480,fresco,Palazzo Schifanoia,Palazzo Schifanoia,Unknown,500,320
349,Bildnis Friedrich von Boxberg,http://commons.wikimedia.org/wiki/Special:FilePath/Von%20Rayski%20Friedrich%20von%20Boxberg%201861.jpg,Ferdinand von Rayski,1861,canvas,Galerie Neue Meister,Galerie Neue Meister,Unknown,222,142
1279,Argenteuil,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20003.jpg,Édouard Manet,1874,oil paint,Musée des Beaux-Arts de Tournai,Musée des Beaux-Arts de Tournai,Unknown,149,115
60,The Doge Alvise IV. Mocenigo on the Bucentaur near the Riva di Sant'Elena,http://commons.wikimedia.org/wiki/Special:FilePath/Guardi%20-%20Le%20D%C3%A9part%20du%20Bucentaure%20vers%20le%20Lido%20de%20Venise%2C%20le%20jour%20de%20l%27Ascension%2C%20vers%201770%20-%201780%2C%20INV%2020009.jpg,Francesco Guardi,1770,oil paint,Department of Paintings of the Louvre,Room 723,Unknown,66,101
1140,Madonna and Child,http://commons.wikimedia.org/wiki/Special:FilePath/Carlo%20crivelli%2C%20madonna%20col%20bambino%2C%20V%26A%2C%201480%20ca.%2002.JPG,Carlo Crivelli,1480,panel,Victoria and Albert Museum,Room 64a,Italy,48.5,33.6
1250,The reading room,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Peter%20Hasenclever%20Lesekabinett%201843.jpg,Johann Peter Hasenclever,1843,canvas,Alte Nationalgalerie,Alte Nationalgalerie,Unknown,71,100
786,Reading Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Giorgione%2C%20Reading%20Madonna.jpg,Giorgione,1505,panel,Ashmolean Museum,Ashmolean Museum,Unknown,76.7,60.2
1009,The Concert,http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer%20The%20Concert.jpg,Johannes Vermeer,1663,canvas,Isabella Stewart Gardner Museum,http://www.wikidata.org/.well-known/genid/32a7ec21c1653db413e34701375730e3,Unknown,72.5,64.7
812,Clair de lune sur le port de Boulogne,http://commons.wikimedia.org/wiki/Special:FilePath/Ed.%20Manet.%20Clair%20de%20lune%20sur%20le%20port%20de%20Boulogne.jpg,Édouard Manet,1869,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,82,101
584,Saint Roch interceding with the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20St%20Roch%20Asking%20the%20Virgin%20Mary%20to%20Heal%20Victims%20of%20the%20Plague%20-%20WGA06045.jpg,Jacques-Louis David,1780,oil paint,Musée des beaux-arts de Marseille,Musée des beaux-arts de Marseille,Unknown,260,195
334,The Stolen Kiss,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Honor%C3%A9%20Fragonard%20007.jpg,Marguerite Gérard,1787,oil paint,Hermitage Museum,Hermitage Museum,France,45,55
677,The Monk by the Sea,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%2C%20Caspar%20David%20-%20M%C3%B6nch%20am%20Meer%20-%20Alte%20Nationalgalerie%20in%20Berlin.jpg,Caspar David Friedrich,1800,canvas,Alte Nationalgalerie,Alte Nationalgalerie,Unknown,110,171.5
1178,The Fall of Man,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20Adam%20and%20Eve%2C%20after%20Titian%2C%20between%201628%20and%201629.jpg,Peter Paul Rubens,1628,oil paint,Museo del Prado,Museo del Prado,Unknown,238,184.5
567,Ophelia,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20Ophelia%20-%20Google%20Art%20Project.jpg,John Everett Millais,1851,canvas,National Gallery,Tate Britain,Unknown,111.8,76.2
683,Christ Carrying the Cross,http://commons.wikimedia.org/wiki/Special:FilePath/Bosch%20-%20Christ%20Carrying%20the%20Cross%2C%20ca.%201510%20-%20ca.%201516%2C%20Inv.%201902-H.jpg,Hieronymus Bosch,1510,panel,Museum of Fine Arts Ghent (MSK),Museum of Fine Arts Ghent (MSK),Unknown,76.7,83.5
603,Battle of Grunwald,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Matejko%2C%20Bitwa%20pod%20Grunwaldem.jpg,Jan Matejko,1878,canvas,National Museum in Warsaw,National Museum in Warsaw,Unknown,426,987
