id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width
147,The Resurrection,http://commons.wikimedia.org/wiki/Special:FilePath/Resurreccion%20Prado.jpg,El Greco,1597,oil paint,Museo de la Trinidad,Museo del Prado,Unknown,275,127
403,"The Seine at Port-Marly, Piles of Sand",http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Sisley%20-%20The%20Seine%20at%20Port-Marly%2C%20Piles%20of%20Sand%20-%201933.1177%20-%20Art%20Institute%20of%20Chicago.jpg,Alfred Sisley,1875,oil paint,Art Institute of Chicago,Art Institute of Chicago,Le Port-Marly,54,65.7
955,Portrait of Emilia Pia da Montefeltro,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%2C%20ritratto%20di%20maria%20pia%20da%20montefeltro.jpg,Raphael,1504,panel,Baltimore Museum of Art,Baltimore Museum of Art,Unknown,42.5,28.6
1243,Annunciation,http://commons.wikimedia.org/wiki/Special:FilePath/Alesso%20baldovinetti%2C%20annunciazione.jpg,Alesso Baldovinetti,1457,panel,Uffizi Gallery,San Giorgio alla Costa,Unknown,167,137
660,Madonna of the Rosary,http://commons.wikimedia.org/wiki/Special:FilePath/Michelangelo%20Merisi%2C%20called%20Caravaggio%20-%20Madonna%20of%20the%20Rosary%20-%20Google%20Art%20Project.jpg,Caravaggio,1607,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,364.5,249.5
464,The Road to Calvary,http://commons.wikimedia.org/wiki/Special:FilePath/Herri%20Met%20de%20Bles%20-%20The%20Road%20to%20Calvary%20-%20y1950-1%20-%20Princeton%20University%20Art%20Museum.jpg,Herri met de Bles,1535,panel,Princeton University Art Museum,Princeton University Art Museum,Southern Netherlands,82.2,114.3
187,Woman in Blue Reading a Letter,http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer%2C%20Johannes%20-%20Woman%20reading%20a%20letter%20-%20ca.%201662-1663.jpg,Johannes Vermeer,1664,oil paint,Amsterdam Museum,Rijksmuseum,Unknown,46.6,39.1
609,Simultaneous Counter-Composition,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20062.jpg,Theo van Doesburg,1929,canvas,Museum of Modern Art,Museum of Modern Art,Unknown,50,50
144,A Modern Olympia,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Cezanne%2C%20A%20Modern%20Olympia%2C%20c.%201873-1874.jpg,Paul Cézanne,1873,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,46,55
752,La Balançoire,http://commons.wikimedia.org/wiki/Special:FilePath/Swing-Renoir.jpeg,Pierre-Auguste Renoir,1876,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,92,73
982,Madonna di Loreto,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20di%20Loreto-Caravaggio%20%28c.1604-6%29.jpg,Caravaggio,1605,oil paint,Basilica of Saint Augustine in Campo Marzio,Basilica of Saint Augustine in Campo Marzio,Unknown,260,150
198,Still Life with Beer Mug and Fruit,http://commons.wikimedia.org/wiki/Special:FilePath/Still%20Life%20with%20Beer%20Mug%20and%20Fruit.jpg,Vincent van Gogh,1881,oil paint,Von der Heydt Museum,Von der Heydt Museum,Etten,44.5,57.5
884,The Shadow of Death,http://commons.wikimedia.org/wiki/Special:FilePath/William%20holman%20hunt-the%20shadow%20of%20death.jpg,William Holman Hunt,1873,oil paint,Manchester Art Gallery,Manchester Art Gallery,Jerusalem,214.2,168.2
280,The Black Duchess,http://commons.wikimedia.org/wiki/Special:FilePath/Goya-duquesa%20de%20alba.jpg,Francisco Goya,1797,oil paint,Hispanic Society of America,Hispanic Society of America,Unknown,210,149
294,The Descent from the Cross,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Descendimiento%2C%20by%20Rogier%20van%20der%20Weyden%2C%20from%20Prado%20in%20Google%20Earth.jpg,Rogier van der Weyden,1440,panel,Museo del Prado,El Pardo,Unknown,204.5,261.5
1204,Erasistratus Discovering the Cause of Antiochus' Disease,http://commons.wikimedia.org/wiki/Special:FilePath/David-Antiochus%20et%20Stratonice.jpg,Jacques-Louis David,1774,oil paint,Beaux-Arts de Paris,Beaux-Arts de Paris,Unknown,120,155
401,The Siesta,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20044.jpg,Paul Gauguin,1892,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,88.9,116.2
123,Titus as a Monk,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20103.jpg,Rembrandt,1660,oil paint,Pushkin Museum of Fine Arts,Rijksmuseum,Amsterdam,79.5,67.7
203,Portrait of the Marquise d'Orvilliers,http://commons.wikimedia.org/wiki/Special:FilePath/La%20marquise%20d%27Orvilliers%2C%20n%C3%A9e%20Jeanne-Robertine%20Rilliet%20-%20Jacques-Louis%20David%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%202418.jpg,Jacques-Louis David,1790,oil paint,Department of Paintings of the Louvre,Room 702,Unknown,131,98
836,Madonna and Child with Saint John the Baptist,http://commons.wikimedia.org/wiki/Special:FilePath/Eustache%20Le%20Sueur%20-%20The%20Virgin%20and%20Child%2C%20with%20St%20John%20the%20Baptist%20%281640%29.jpg,Eustache Le Sueur,1635,canvas,Department of Paintings of the Louvre,Room 908,Unknown,113.5,94.5
247,The Holy Family,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20-%20Holy%20Family%20below%20the%20Oak.jpg,Raphael,1518,oil paint,Museo del Prado,Museo del Prado,Unknown,144,110
1258,Portia and Brutus,http://commons.wikimedia.org/wiki/Special:FilePath/Ercole%20de%E2%80%99%20Roberti%20-%20Portia%20and%20Brutus%20-%20Google%20Art%20Project.jpg,Ercole de' Roberti,1486,gold leaf,Cook collection,Doughty House,Unknown,48.7,34.3
1246,Black Square (1915),http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9%20%D1%81%D1%83%D0%BF%D1%80%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B2%D0%B0%D0%B4%D1%80%D0%B0%D1%82.%201915.%20%D0%93%D0%A2%D0%93.png,Kazimir Malevich,1915,canvas,Tretyakov Gallery,Tretyakov Gallery,Unknown,79.5,79.5
1154,Portrait of the Vendramin Family,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20and%20workshop%20-%20The%20Vendramin%20Family%2C%20venerating%20a%20Relic%20of%20the%20True%20Cross%20-%20Google%20Art%20Project.jpg,Titian,1540,canvas,National Gallery,National Gallery,Unknown,206.1,288.5
385,Sistine Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20-%20The%20Sistine%20Madonna%20-%20Google%20Arts%20%26%20Culture.jpg,Raphael,1512,canvas,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,Unknown,269.5,201
855,Sweet Melancholy,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph-Marie%20Vien%20-%20Sweet%20Melancholy%20-%201996.1%20-%20Cleveland%20Museum%20of%20Art.jpg,Joseph-Marie Vien,1756,canvas,Cleveland Museum of Art,Cleveland Museum of Art,France,68,55
220,Portrait of the Infante Don Carlos,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20de%20Austria%2C%20infante%20de%20Espa%C3%B1a.jpg,Diego Velázquez,1626,canvas,Museo del Prado,Prado Hall 012,Unknown,209,125
642,The Jester Barbarroja,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20Buf%C3%B3n%20Barbarroja%2C%20don%20Crist%C3%B3bal%20de%20Casta%C3%B1eda%20y%20Pernia%20%28Museo%20del%20Prado%2C%201637-40%29.jpg,Diego Velázquez,1634,oil paint,Museo del Prado,Royal Palace of Madrid,Unknown,198,121
2,The Crown of Thorns,http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20van%20Dyck%20004.jpg,Anthony van Dyck,1618,oil paint,Museo del Prado,Museo del Prado,Unknown,225,197
113,Allegory,http://commons.wikimedia.org/wiki/Special:FilePath/Filippino%2C%20Allegoria.jpg,Ridolfo del Ghirlandaio,1490,oil paint,Uffizi Gallery,Uffizi Gallery,Unknown,29,22
699,La Raie,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Raie%20-%20Jean%20Baptiste%20Sim%C3%A9on%20Chardin%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%203197.jpg,Jean-Baptiste-Siméon Chardin,1727,canvas,Department of Paintings of the Louvre,Room 919,Unknown,114.5,146
1265,The Bravo,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%20Vecellio%2C%20gen.%20Tizian%2C%20Kunsthistorisches%20Museum%20Wien%20-%20Der%20Bravo%20-%20GG%2064%20-%20Kunsthistorisches%20Museum.jpg,Titian,1520,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,75,67
952,The Hay Harvest (early summer June/July),http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Heuernte.jpg,Pieter Brueghel the Elder,1565,panel,The Lobkowicz Collections,Lobkowicz Palace,Unknown,117,160
1167,The Legend of the King's Sons,http://commons.wikimedia.org/wiki/Special:FilePath/Bacchiacca%2C%20leggenda%20del%20figlio%20del%20re%20morto.jpg,Francesco Bacchiacca,1523,panel,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,Florence,84.5,196
1194,Portrait of Monsieur X (Pierre Loti),http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Rousseau%20-%20Portrait%20de%20Monsieur%20X%20%28Pierre%20Loti%29%20-%202508%20-%20Kunsthaus%20Z%C3%BCrich.jpg,Henri Rousseau,1906,oil paint,Kunsthaus Zürich,Kunsthaus Zürich,Unknown,61,50
442,Saint John the Evangelist and Saint Augustine,http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20Saint%20Jean%20l%27%C3%89vang%C3%A9liste%20et%20saint%20Augustin%20par%20il%20Perugino%202004%201%2025.jpg,Pietro Perugino,1502,panel,Musée des Augustins,Église du Musée des Augustins de Toulouse,Unknown,172,91
1137,"Battle of Villaviciosa, December 10, 1710",http://commons.wikimedia.org/wiki/Special:FilePath/Vendome-and-PhilipV.jpg,Jean Alaux,1836,canvas,Museum of the History of France,Galerie des Batailles,Unknown,465,543
664,Bal du moulin de la Galette,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Renoir%20-%20Dance%20at%20Le%20Moulin%20de%20la%20Galette%20-%20Google%20Art%20Project.jpg,Pierre-Auguste Renoir,1876,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,131,175
1211,Dance in the City,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20019.jpg,Pierre-Auguste Renoir,1883,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,180,90
318,The Water Lily Pond: Green Harmony,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Water%20Lilies%20and%20Japanese%20Bridge.jpg,Claude Monet,1899,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,89.5,100
649,Self-portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Sarto%2C%20Andrea%20del%20-%20Self-portrait%20-%20Uffizi.jpg,Andrea del Sarto,1528,fresco,Uffizi Gallery,Uffizi Gallery,Unknown,515,37.5
710,The Birth of John the Baptist,http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Tintoretto%20-%20The%20Birth%20of%20John%20the%20Baptist%20-%20WGA22441.jpg,Jacopo Tintoretto,1550,oil paint,Hermitage Museum,Hermitage hall 237,Italy,181,266
973,Women in the Garden,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20024.jpg,Claude Monet,1866,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,255,205
628,Las Hilanderas,http://commons.wikimedia.org/wiki/Special:FilePath/Velazquez-las%20hilanderas.jpg,Diego Velázquez,1655,oil paint,Museo del Prado,Royal Palace of Madrid,Unknown,220,289
633,"Proclamation of the Abolition of Slavery in the French Colonies, 27 April 1848",http://commons.wikimedia.org/wiki/Special:FilePath/Biard%20Abolition%20de%20l%27esclavage%201849.jpg,François-Auguste Biard,1848,canvas,Museum of the History of France,Palace of Versailles,Unknown,260.5,392
1291,"The Red Roofs, Côte Saint-Denis at Pontoise, Winter Effect",http://commons.wikimedia.org/wiki/Special:FilePath/Camille%20Pissarro%20011.jpg,Camille Pissarro,1877,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,540,650
1222,Fin d'arabesque,http://commons.wikimedia.org/wiki/Special:FilePath/Fin%20d%27arabesque%2C%20Edgar%20Degas.jpg,Edgar Degas,1876,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,67.4,38
796,Man Writing a Letter,http://commons.wikimedia.org/wiki/Special:FilePath/Man%20Writing%20a%20Letter%20by%20Gabri%C3%ABl%20Metsu.jpg,Gabriel Metsu,1665,panel,Q130560719,National Gallery of Ireland,Unknown,52.5,40.2
646,L'Accord parfait,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Perfect%20Accord%20LACMA%20AC1999.18.1.jpg,Jean-Antoine Watteau,1719,oil paint,Los Angeles County Museum of Art,Los Angeles County Museum of Art,Unknown,33.02,27.94
1013,Death and the Child,http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Munch%20-%20Death%20and%20the%20Child%20%281899%29%2C%20Kunsthalle%20Bremen.jpg,Edvard Munch,1899,canvas,Kunsthalle Bremen,Kunsthalle Bremen,Unknown,100,90
557,Adoration of the Shepherds,http://commons.wikimedia.org/wiki/Special:FilePath/La%20adoraci%C3%B3n%20de%20los%20pastores%20%28El%20Greco%29.jpg,El Greco,1612,canvas,Museo del Prado,Museo del Prado,Unknown,319,180
682,The Procession to Calvary,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20d.%20%C3%84.%20007b.jpg,Pieter Brueghel the Elder,1564,oak panel,Kunsthistorisches Museum,Pieter Breugelthe Elder  - Hall X,Unknown,124,170
578,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Gentile%20da%20Fabriano%20-%20Adorazione%20dei%20Magi%20-%20Google%20Art%20Project.jpg,Gentile da Fabriano,1423,panel,Uffizi Gallery,Room A7 Lorenzo Monaco - Gentile da Fabriano,Unknown,301.5,283
1110,Madonna and Child,http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20Uccello%20056.jpg,Paolo Uccello,1445,tempera,National Gallery of Ireland,National Gallery of Ireland,Unknown,57,33
1184,Bridal Procession on the Hardangerfjord,http://commons.wikimedia.org/wiki/Special:FilePath/Adolph%20Tidemand%20%26%20Hans%20Gude%20-%20Bridal%20Procession%20on%20the%20Hardangerfjord%20-%20Google%20Art%20Project.jpg,Hans Gude,1848,canvas,"National Museum of Art, Architecture and Design","National Museum of Art, Architecture and Design",Unknown,93.5,130.1
525,Flooding at Port-Marly,http://commons.wikimedia.org/wiki/Special:FilePath/La%20inundaci%C3%B3n%20en%20Port%20Marly%2C%20por%20Alfred%20Sisley.jpg,Alfred Sisley,1876,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,60,81
1060,Portrait of Cosimo I de' Medici,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Cosimo%20I%20de%27%20Medici%20in%20armour%2C%20by%20Agnolo%20Bronzino%20%28Uffizi%20Gallery%2C%20Florence%29.jpg,Bronzino,1544,oil paint,Uffizi Gallery,Uffizi Gallery,Villa Medici,74,58
541,The Dog,http://commons.wikimedia.org/wiki/Special:FilePath/Goya%20Dog.jpg,Francisco Goya,1820,oil paint,Museo del Prado,Museo del Prado,Unknown,131,79
749,Ia Orana Maria,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20Ia%20Orana%20Maria%20%28Hail%20Mary%29%20The%20Metropolitan%20Museum%20of%20Art1.jpg,Paul Gauguin,1891,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,113.7,87.6
1225,The Rescue,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20The%20rescue%20-%20Google%20Art%20Project.jpg,John Everett Millais,1855,canvas,National Gallery of Victoria,National Gallery of Victoria,Unknown,121.5,83.6
485,Man and Woman contemplating the moon,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Mann%20und%20Frau%20in%20Betrachtung%20des%20Mondes%20%28ca.%201824%29.jpg,Caspar David Friedrich,1824,canvas,Alte Nationalgalerie,Alte Nationalgalerie,Unknown,34,44
96,Stuppach Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Mathis%20Gothart%20Gr%C3%BCnewald%20001.jpg,Matthias Grünewald,1514,canvas,"Church of the Coronation of Mary, Stuppach","Church of the Coronation of Mary, Stuppach",Unknown,186,150
1021,"Anne-Marie-Louise Thélusson, Countess of Sorcy",http://commons.wikimedia.org/wiki/Special:FilePath/David%20-%20Portrait.JPG,Jacques-Louis David,1790,canvas,Bavarian State Painting Collections,"Neue Pinakothek, gallery 1",Unknown,129,97
564,Saint John the Evangelist on the Island of Patmos,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20018%20%28John%20the%20Evangelist%20from%20Patmos%29.jpg,Diego Velázquez,1618,canvas,National Gallery,National Gallery,Unknown,135.5,102.2
743,The Gardens of the Villa d'Este at Tivoli,http://commons.wikimedia.org/wiki/Special:FilePath/Tivoli.%20Les%20jardins%20de%20la%20Villa%20d%27Este%20-%20Jean-Baptiste%20Camille%20Corot%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%201943%205.jpg,Jean-Baptiste Camille Corot,1843,canvas,Department of Paintings of the Louvre,Room 952,Unknown,43.5,60.5
864,Dance of Life,http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Munch%20-%20The%20Dance%20of%20Life%20-%20NG.M.00941%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg,Edvard Munch,2000,canvas,"National Museum of Art, Architecture and Design","National Museum of Art, Architecture and Design",Unknown,125,191
892,Don Baldassare di Antonio di Angelo,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat58b.jpg,Pietro Perugino,1500,oil paint,Uffizi Gallery,Uffizi Gallery,Unknown,26,27
1039,Lise with a Parasol,http://commons.wikimedia.org/wiki/Special:FilePath/Lise%20with%20a%20Parasol.jpg,Pierre-Auguste Renoir,1867,oil paint,Museum Folkwang,Museum Folkwang,Chailly-en-Bière,184,115
207,Saint Sebastian,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat22.jpg,Pietro Perugino,1490,panel,Department of Paintings of the Louvre,Room 710,Unknown,176,116
393,"Impression, Sunrise",http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20-%20Impression%2C%20Sunrise.jpg,Claude Monet,1872,oil paint,Musée Marmottan Monet,Porto-Vecchio,Le Havre,48,63
795,Five women on the street,http://commons.wikimedia.org/wiki/Special:FilePath/Kirchner%20-%20F%C3%BCnf%20Frauen%20auf%20der%20Stra%C3%9Fe.jpg,Ernst Ludwig Kirchner,1913,oil paint,Museum Ludwig,Museum Ludwig,Unknown,120,90
871,Battle of Nancy (1477),http://commons.wikimedia.org/wiki/Special:FilePath/Delacroix-Bataille-de-Nancy%20cropped.jpg,Eugène Delacroix,1831,oil paint,Museum of Fine Arts of Nancy,Museum of Fine Arts of Nancy,Unknown,237,350
398,The Village Bride,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Greuze%20-%20The%20Village%20Agreement.jpg,Jean-Baptiste Greuze,1761,canvas,Department of Paintings of the Louvre,Room 928,Unknown,92,117
767,Bathers at Asnières,http://commons.wikimedia.org/wiki/Special:FilePath/Baigneurs%20a%20Asnieres.jpg,Georges Seurat,1884,oil paint,National Gallery,National Gallery,Unknown,201,301.5
1215,Lilac Bush,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20044.jpg,Vincent van Gogh,1889,oil paint,Hermitage Museum,Hermitage Museum,Saint-Rémy-de-Provence,73,92
1029,Death of the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/Petrus%20Christus%20Death%20of%20the%20Virgin.jpg,Petrus Christus,1457,wood,Timken Museum of Art,Timken Museum of Art,Unknown,171.1,138.4
643,Réunion de famille,http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%A9union%20de%20famille%20-%20Fr%C3%A9d%C3%A9ric%20Bazille%20-%20mus%C3%A9e%20d%27Orsay%20RF%202749.jpg,Frédéric Bazille,1867,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,152,230
613,La Tirana,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20-%20La%20Tirana%20-%20Google%20Art%20Project.jpg,Francisco Goya,1799,canvas,Royal Academy of Fine Arts of San Fernando,Royal Academy of Fine Arts of San Fernando,Unknown,206,130
961,Flagellation of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%20della%20Francesca%20Flagellazione-gndm-full.jpg,Piero della Francesca,1459,poplar panel,Galleria Nazionale delle Marche,Galleria Nazionale delle Marche,Unknown,67.5,91
726,The Rising of the Sun,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Boucher%20-%20The%20Rising%20of%20the%20Sun%20-%20WGA02916.jpg,François Boucher,1753,oil paint,The Wallace Collection,The Wallace Collection,Unknown,378,261
684,Whistler's Mother,http://commons.wikimedia.org/wiki/Special:FilePath/Whistlers%20Mother%20high%20res.jpg,James McNeill Whistler,1871,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,144.3,163
99,Two Chained Monkeys,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20%28der%20%C3%84ltere%29%20%28ca.%201525%20-%201569%29%20-%20Zwei%20angekettete%20Affen%20-%202077%20-%20Gem%C3%A4ldegalerie.jpg,Pieter Brueghel the Elder,1562,oak panel,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,20,23
805,David and Goliath,http://commons.wikimedia.org/wiki/Special:FilePath/David%20et%20Goliath%20-%20Daniele%20da%20Volterra%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%20566%20-%20recto.jpg,Daniele da Volterra,1552,oil paint,Department of Paintings of the Louvre,Room 712,Unknown,1.33,1.72
407,The Ugly Duchess,http://commons.wikimedia.org/wiki/Special:FilePath/Quentin%20Matsys%20-%20A%20Grotesque%20old%20woman.jpg,Quinten Metsys,1513,panel,National Gallery,National Gallery,Unknown,64.2,45.4
503,The Toothpuller,http://commons.wikimedia.org/wiki/Special:FilePath/Toothpuller.jpg,Caravaggio,1608,oil paint,Galleria Palatina,Galleria Palatina,Unknown,140,195
1072,Apollo and Marsyas,http://commons.wikimedia.org/wiki/Special:FilePath/Marsyas%20in%20chains.jpg,Raphael,1508,fresco,Vatican Museums,Vatican Museums,Unknown,120,105
1057,Antonia,http://commons.wikimedia.org/wiki/Special:FilePath/Amedeo%20Modigliani%20-%20Antonia.jpg,Amedeo Modigliani,1915,canvas,Jean Walter-Paul Guillaume Collection,Musée de l'Orangerie,Unknown,820,460
930,The Card Players,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20Joueurs%20de%20cartes%2C%20par%20Paul%20C%C3%A9zanne.jpg,Paul Cézanne,1890,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,47.5,57
780,La Paloma,http://commons.wikimedia.org/wiki/Special:FilePath/Isidre%20Nonell%201904%20--%20La%20Paloma.jpg,Isidre Nonell,1904,cardboard,Museu Nacional d'Art de Catalunya,Museu Nacional d'Art de Catalunya,Unknown,67,54
201,Saint Margaret of Antioch,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Zurbar%C3%A1n%20047.jpg,Francisco de Zurbarán,1630,oil paint,National Gallery,National Gallery,Unknown,194,112
135,Nativity of the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/Altdorfer%2C%20Albrecht%20-%20Geburt%20Mariae%20-%20CC-BY-SA%20BSTGS%205358.jpg,Albrecht Altdorfer,1520,panel,Bavarian State Painting Collections,"Alte Pinakothek, upper floor, gallery III",Unknown,140.4,130.6
1052,The Virgin Appearing to Sts John the Baptist and John the Evangelist,http://commons.wikimedia.org/wiki/Special:FilePath/Dosso%20Dossi%20034.jpg,Dosso Dossi,1530,oil paint,Uffizi Gallery,Uffizi Gallery,Unknown,153,114
41,Village Fête,http://commons.wikimedia.org/wiki/Special:FilePath/La%20F%C3%AAte%20villageoise%20-%20Claude%20Gell%C3%A9e%20dit%20Le%20Lorrain%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%204714%20%3B%20MR%201739.jpg,Claude Lorrain,1639,canvas,Department of Paintings of the Louvre,Room 909,Rome,103,135
1018,Cypresses and Houses at Cagnes,http://commons.wikimedia.org/wiki/Special:FilePath/Amedeo%20Modigliani%20-%20Cypresses%20and%20Houses%20at%20Cagnes%20%28Cypr%C3%A8s%20et%20maisons%20%C3%A0%20Cagnes%29%20-%20BF259%20-%20Barnes%20Foundation.jpg,Amedeo Modigliani,1919,oil paint,Barnes Foundation,Barnes Foundation,Unknown,61,46
231,Philipp Ludwig Wenzel von Sinzendorf,http://commons.wikimedia.org/wiki/Special:FilePath/Philipp%20Ludwig%20Wenzel%20von%20Sinzendorf%20par%20Hyacinthe%20Rigaud%20%281729%29.jpg,Hyacinthe Rigaud,1729,canvas,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,166,132
379,Colonna Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20Sanzio%20-%20Madonna%20Colonna%20-Gem%C3%A4ldegalerie%20Berlin.jpg,Raphael,1500,poplar panel,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,77,56
289,The Clemency of Scipio,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Bellini%20-%20Un%20episodio%20della%20vita%20di%20Publio%20Cornelio%20Scipione.jpg,Giovanni Bellini,1506,oil paint,National Gallery of Art,Doughty House,Unknown,74.8,356.2
419,Campbell's Soup Cans,http://commons.wikimedia.org/wiki/Special:FilePath/Campbell%27s%20Soup%20Cans%20by%20Andy%20Warhol.jpg,Andy Warhol,1962,acrylic paint,Museum of Modern Art,Museum of Modern Art,Unknown,97,163
392,Turkish Slave,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%20-%20La%20schiava%20turca.jpg,Parmigianino,1533,oil paint,Galleria nazionale di Parma,Galleria nazionale di Parma,Unknown,67,53
593,A Young Girl Reading,http://commons.wikimedia.org/wiki/Special:FilePath/Fragonard%2C%20The%20Reader.jpg,Jean-Honoré Fragonard,1769,canvas,National Gallery of Art,National Gallery of Art,Paris,81.1,64.8
1163,Andromeda Chained to the Rocks,http://commons.wikimedia.org/wiki/Special:FilePath/Andromeda%2C%20Rembrandt%20van%20Rijn%2C%201630-1631%2C%20Mauritshuis%2C%20The%20Hague.jpg,Rembrandt,1630,panel,Mauritshuis,Mauritshuis,Unknown,34,24.5
1087,Saint Jerome in the Wilderness,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20%E2%80%94%20Jerome.jpg,Leonardo da Vinci,1480,panel,Pinacoteca Vaticana,Pinacoteca Vaticana,Unknown,103,75
648,The Reading,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20005.jpg,Édouard Manet,1865,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,61,73
