id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width,movement
967,Portrait of Ippolito de' Medici,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Cardinal%20Ippolito%20de%27%20Medici%20in%20a%20Hungarian%20Costume%20%28by%20Titian%29%20-%20Palazzo%20Pitti%2C%20Florence.jpg,Titian,1532,oil paint,Galleria Palatina,Hall of Mars,Unknown,139.0,107.0,Venetian school
968,Portrait of Jan Six,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20097.jpg,Rembrandt,1654,oil paint,Six Collection,Amsterdam,Unknown,112.0,102.0,Dutch Golden Age painting
969,Self-portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Self-Portrait%20%28Academy%20of%20Fine%20Arts%20Vienna%29.jpg,Anthony van Dyck,1614,oil paint,Academy of Fine Arts Vienna,Academy of Fine Arts Vienna,Unknown,43.0,32.5,Baroque
970,Self-portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Sarto%2C%20Andrea%20del%20-%20Self-portrait%20-%20Uffizi.jpg,Andrea del Sarto,1528,fresco,Uffizi Gallery,Uffizi Gallery,Unknown,515.0,375.0,High Renaissance
971,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Giorgione%20-%20The%20Adoration%20of%20the%20Kings%20-%20Google%20Art%20Project.jpg,Giorgione,1506,panel,National Gallery,National Gallery,Unknown,29.8,81.3,High Renaissance
972,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20David%2C%20adorazione%20dei%20magi%2C%20uffizi.JPG,Gerard David,1495,tempera,Uffizi Gallery,Uffizi Gallery,Unknown,95.0,80.0,Early Netherlandish painting
973,The Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%2C%20adorazione%20dei%20magi%2C%201529%20ca.%2001.jpg,Parmigianino,1529,panel,Saint Dominic monastery (Taggia),Saint Dominic monastery (Taggia),Unknown,120.0,94.0,High Renaissance
974,The Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Masaccio.%20Adoration%20of%20the%20Magi.%201426.%20Berlin-Dahlem.jpg,Masaccio,1426,paint,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,22.3,61.7,Italian Renaissance
975,"Emmanuel Philibert of Savoy, Prince of Oneglia",http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Dyck%2C%20Sir%20Anthony%20-%20Emmanuel%20Philibert%20of%20Savoy%2C%20Prince%20of%20Oneglia%20-%20Google%20Art%20Project.jpg,Anthony van Dyck,1624,canvas,Dulwich Picture Gallery,Dulwich Picture Gallery,Unknown,1260.0,995.0,Baroque
976,Portrait of Cornelis van der Geest,http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20van%20Dyck%20025.jpg,Anthony van Dyck,1619,panel,National Gallery,National Gallery,Unknown,37.5,32.5,Baroque
977,Portrait of Cornelis Claeszoon Anslo and his wife Aaltje Schouten,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20The%20Mennonite%20Preacher%20Anslo%20and%20his%20Wife%20-%20Google%20Art%20Project.jpg,Rembrandt,1641,canvas,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,173.7,207.6,Dutch Golden Age painting
978,Claude Monet,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Renoir%20-%20Claude%20Monet%20-%20Google%20Art%20Project.jpg,Pierre-Auguste Renoir,1875,oil paint,http://www.wikidata.org/.well-known/genid/75d9698d14e25496cd0e5a425f88785d,Musée d'Orsay,Unknown,850.0,600.0,Impressionism
979,Portrait of Diego Martelli,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20Diego%20Martelli%20%281839%20-%201896%29%20-%20NG%201785%20-%20National%20Galleries%20of%20Scotland.jpg,Edgar Degas,1879,canvas,National Galleries Scotland,Scottish National Gallery,Unknown,110.4,99.8,Impressionism
980,Portrait of Elspeth Tucher,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20073.jpg,Albrecht Dürer,1499,panel,Hessen Kassel Heritage,Gemäldegalerie Alte Meister,Unknown,29.0,23.3,German Renaissance
981,Lady Elizabeth Thimbelby and her Sister,http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20van%20Dyck%20014.jpg,Anthony van Dyck,1637,oil paint,National Gallery,National Gallery,Unknown,132.1,149.9,Baroque
982,"Portrait of Carlo Emanuele d'Este, Marchese di Borgomanero (1622-1695)",http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20van%20Dyck%20079.jpg,Anthony van Dyck,1631,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,175.0,96.5,Baroque
983,Self-Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Self%20portrait.jpg,Anthony van Dyck,1620,oil paint,Metropolitan Museum of Art,Euston Hall,Unknown,119.7,87.9,Baroque
984,Portrait of Eleonora Gonzaga,http://commons.wikimedia.org/wiki/Special:FilePath/Tizian%20055.jpg,Titian,1537,oil paint,Uffizi Gallery,"Uffizi Gallery - Room 28, Titian and Sebastiano del Piombo",Unknown,114.0,102.0,Venetian school
985,Portrait of the Marchesa Elena Grimaldi Cattaneo,http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20van%20Dyck%20016.jpg,Anthony van Dyck,1623,oil paint,National Gallery of Art,National Gallery of Art,Unknown,242.9,138.5,Flemish Baroque painting
986,Panciatichi Assumption,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20del%20Sarto%20-%20Assumption%20of%20the%20Virgin%20-%20WGA0402.jpg,Andrea del Sarto,1520,oil paint,Galleria Palatina,Palazzo Pitti,Unknown,362.0,209.0,High Renaissance
987,Adam,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20van%20Eyck%20015.jpg,Jan van Eyck,1432,oak panel,St Bavo's Cathedral,St Bavo's Cathedral,Unknown,212.9,33.2,Early Netherlandish painting
988,Nativity with Saint Francis and Saint Lawrence,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio-Nativity%281600%29.jpg,Caravaggio,1600,oil paint,http://www.wikidata.org/.well-known/genid/c26f2ddd762ebb97b44578c008039267,Oratory of San Lorenzo,Unknown,268.0,197.0,Baroque
989,The Victorious Athlete,http://commons.wikimedia.org/wiki/Special:FilePath/Hayez%20-%20Atleta%20trionfante%2C%201813%2C%200007.jpg,Francesco Hayez,1813,canvas,Accademia di San Luca,Accademia di San Luca,Unknown,225.0,152.0,academic art
990,Portrait of Cosimo I de' Medici,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Cosimo%20I%20de%27%20Medici%20in%20armour%2C%20by%20Agnolo%20Bronzino%20%28Uffizi%20Gallery%2C%20Florence%29.jpg,Bronzino,1544,oil paint,Uffizi Gallery,Uffizi Gallery,Villa Medici,74.0,58.0,Italian Renaissance painting
991,Passerini Assumption,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20del%20Sarto%20-%20Assumption%20of%20the%20Virgin%20-%20WGA00400.jpg,Andrea del Sarto,1526,panel,Galleria Palatina,Galleria Palatina,Unknown,236.0,205.0,High Renaissance
992,The Bathers,http://commons.wikimedia.org/wiki/Special:FilePath/Las%20ba%C3%B1istas%2C%20por%20Jean-Honor%C3%A9%20Fragonard.JPG,Jean-Honoré Fragonard,1765,oil paint,Department of Paintings of the Louvre,Room 929,Unknown,64.0,80.0,Rococo
993,Le Pont Neuf,http://commons.wikimedia.org/wiki/Special:FilePath/Pont-Neuf%20%281872%29%20-%20Pierre-Auguste%20Renoir%20%28National%20Gallery%20of%20Art%2C%20Washington%20D.C.%29.jpg,Pierre-Auguste Renoir,1872,oil paint,National Gallery of Art,National Gallery of Art,Unknown,75.3,93.7,Impressionism
994,Adam,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20van%20Eyck%20015.jpg,Hubert van Eyck,1432,oil paint,St Bavo's Cathedral,St Bavo's Cathedral,Unknown,212.9,33.2,Early Netherlandish painting
995,Bathers at La Grenouillère,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20-%20Bathers%20at%20La%20Grenouill%C3%A8re.jpg,Claude Monet,1869,oil paint,National Gallery,"Cezanne, Monet, Renoir - room 44",Unknown,73.0,92.0,Impressionism
996,Several Circles,http://commons.wikimedia.org/wiki/Special:FilePath/Vassily%20Kandinsky%2C%201926%20-%20Several%20Circles%2C%20Gugg%200910%2025.jpg,Wassily Kandinsky,1926,oil paint,Solomon R. Guggenheim Museum,Solomon R. Guggenheim Museum,Unknown,140.0,140.0,Expressionism
997,"Virgin and Child with Saints Anthony Abbot, Jerome and Francis",http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%2C%20Francesco%20Vecellio%2C%20Adoration%20of%20the%20Child%20among%20saints.jpeg,Francesco Vecellio,1519,oil paint,Bavarian State Painting Collections,locations of the Alte Pinakothek with works not on display,Unknown,102.8,139.0,High Renaissance
998,Pallas Athena,http://commons.wikimedia.org/wiki/Special:FilePath/Pallas%20Athena%20by%20Rembrandt%20Museu%20Calouste%20Gulbenkian%201488.jpg,Rembrandt,1655,canvas,Hermitage Museum,Calouste Gulbenkian Museum,Unknown,118.0,91.0,Dutch Golden Age painting
999,"Virgin and Child with Saints Anthony Abbot, Jerome and Francis",http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%2C%20Francesco%20Vecellio%2C%20Adoration%20of%20the%20Child%20among%20saints.jpeg,Titian,1519,canvas,Bavarian State Painting Collections,locations of the Alte Pinakothek with works not on display,Unknown,102.8,139.0,High Renaissance
1000,At the Moulin Rouge,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20de%20Toulouse-Lautrec%20-%20At%20the%20Moulin%20Rouge%20-%201928.610%20-%20Art%20Institute%20of%20Chicago.jpg,Henri de Toulouse-Lautrec,1892,oil paint,Art Institute of Chicago,Art Institute of Chicago,Unknown,1230.0,1410.0,Post-impressionism
1001,Woman,http://commons.wikimedia.org/wiki/Special:FilePath/Matisse-Woman-with-a-Hat.jpg,Henri Matisse,1905,oil paint,San Francisco Museum of Modern Art,San Francisco Museum of Modern Art,Paris,80.0,60.0,Fauvism
1002,Allegory of Marriage,http://commons.wikimedia.org/wiki/Special:FilePath/0000135227%20OG.jpg,Titian,1530,oil paint,Department of Paintings of the Louvre,"Salle des États, Louvre",Unknown,123.0,107.0,Venetian school
1003,Landscape at Grandcamp,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20seurat%2C%20paesaggio%20a%20grandcamp%2C%201885.jpg,Georges Seurat,1885,panel,Palais des Beaux-Arts de Lille,Palais des Beaux-Arts de Lille,Unknown,16.0,24.5,Neo-impressionism
1004,Gozzi Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%2C%20pala%20gozzi%2001.jpg,Titian,1520,panel,"Pinacoteca civica ""Francesco Podesti""","Pinacoteca civica ""Francesco Podesti""",Unknown,312.0,215.0,Venetian school
1005,The Holy Family,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20del%20Sarto%20-%20Holy%20Family%20-%20WGA0385.jpg,Andrea del Sarto,1523,oil paint,Galleria Palatina,Galleria Palatina,Unknown,129.0,105.0,High Renaissance
1006,Bosco ai Frati Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20%E2%80%94%20Bosco%20ai%20Frati%20Altarpiece.jpg,Fra Angelico,1450,panel,Museum of San Marco,Museum of San Marco,Unknown,174.0,173.0,Italian Renaissance
1007,Gambassi Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20del%20Sarto%20-%20Virgin%20and%20Child%20in%20Glory%20with%20Six%20Saints%20-%20WGA0406.jpg,Andrea del Sarto,1528,panel,Galleria Palatina,Hall of Ulysses,Unknown,209.0,176.0,High Renaissance
1008,The Holy Family with the Young Saint John the Baptist,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Holy%20Family%20with%20the%20Young%20Saint%20John%20the%20Baptist%2C%20by%20Andrea%20del%20Sarto%2C%20MET%20DP295025%2C%20edited.jpg,Andrea del Sarto,1529,panel,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,135.9,100.6,High Renaissance
1009,Grand Council Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20bartolomeo%2C%20pala%20del%20gran%20consiglio.jpg,Fra Bartolomeo,1510,panel,Museum of San Marco,Museum of San Marco,Unknown,444.0,308.0,High Renaissance
1010,"Murnau, Landscape with a Tower",http://commons.wikimedia.org/wiki/Special:FilePath/Murnau%2C%20Landschaft%20mit%20Turm.jpg,Wassily Kandinsky,1908,cardboard,National Museum of Modern Art,Centre Georges Pompidou,Unknown,74.0,98.5,Neue Künstlervereinigung München
1011,The Mystic Marriage of Saint Catherine of Siena,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20bartolomeo%2008%20Mystic%20Marriage%20of%20St%20Catherine.jpg,Fra Bartolomeo,1512,panel,Galleria Palatina,Galleria Palatina,Unknown,356.0,270.0,High Renaissance
1012,Portrait of Alvise Cornaro,http://commons.wikimedia.org/wiki/Special:FilePath/Tintoretto%20-%20ritratto%20di%20Alvise%20Cornaro%2C%201188258%2C%20Galleria%20Palatina.jpg,Jacopo Tintoretto,1560,oil paint,Galleria Palatina,Galleria Palatina,Unknown,113.0,85.0,Mannerism
1013,Fano Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat45b.jpg,Pietro Perugino,1497,oil paint,Santa Maria Nuova church,Santa Maria Nuova church,Unknown,262.0,215.0,Italian Renaissance
1014,Portrait of Agostino Barbarigo,http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20Veronese%20-%20Portrait%20of%20Agostino%20Barbarigo%20-%201928.16%20-%20Cleveland%20Museum%20of%20Art.tiff,Paolo Veronese,1571,canvas,Cleveland Museum of Art,Cleveland Museum of Art,Unknown,102.2,104.2,Mannerism
1015,Philipp Ludwig Wenzel von Sinzendorf,http://commons.wikimedia.org/wiki/Special:FilePath/Philipp%20Ludwig%20Wenzel%20von%20Sinzendorf%20par%20Hyacinthe%20Rigaud%20%281729%29.jpg,Hyacinthe Rigaud,1729,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,166.0,132.0,Baroque painting
1016,Portrait of Madame de Verninac,http://commons.wikimedia.org/wiki/Special:FilePath/Madame%20de%20Verninac%2C%20n%C3%A9e%20Henriette%20Delacroix%20-%20Jacques%20Louis%20David%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%201942%2016.jpg,Jacques-Louis David,1799,oil paint,Department of Paintings of the Louvre,Room 714,Unknown,145.5,112.0,Neoclassicism
1017,Portrait of Andrea dei Franceschi,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Andrea%20dei%20Franceschi%20-%2053.362%20-%20Detroit%20Institute%20of%20Arts.jpg,Titian,1532,oil paint,Detroit Institute of Arts,Detroit Institute of Arts,Unknown,95.0,70.0,Venetian school
1018,Pala di Corciano,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat85a.jpg,Pietro Perugino,1513,wood,chiesa di Santa Maria Assunta,chiesa di Santa Maria Assunta,Unknown,226.0,149.0,Italian Renaissance
1019,Portrait of Barbara Holper,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20072.jpg,Albrecht Dürer,1490,oil paint,Germanisches Nationalmuseum,Germanisches Nationalmuseum,Unknown,47.0,35.8,German Renaissance
1020,Portrait du comte Antoine Français de Nantes,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Portrait%20du%20comte%20Antoine%20Fran%C3%A7ais%20de%20Nantes.jpg,Jacques-Louis David,1811,panel,Musée Jacquemart-André,Musée Jacquemart-André,Unknown,114.0,75.0,Neoclassicism
1021,Portrait of Louis-Mathieu Molé,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-auguste-dominique%20ingres%2C%20ritratto%20del%20conte%20mathieu-louis%20mol%C3%A9%2C%201834%2C%2001.jpg,Jean-Auguste-Dominique Ingres,1834,oil paint,Department of Paintings of the Louvre,Room 702,Unknown,147.0,114.0,Neoclassicism
1022,"Anne-Marie-Louise Thélusson, Countess of Sorcy",http://commons.wikimedia.org/wiki/Special:FilePath/David%20-%20Portrait.JPG,Jacques-Louis David,1790,oil paint,Bavarian State Painting Collections,Neue Pinakothek,Unknown,129.0,97.0,Neoclassicism
1023,Portrait of Cardinal Bibbiena,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20Sanzio%20%28Urbino%201483%20%E2%80%93%20Roma%201520%29%20-%20Ritratto%20del%20Cardinale%20Bibbiena%20-%20158%20-%20Galleria%20Palatina.jpg,Raphael,1516,wood,Galleria Palatina,Galleria Palatina,Unknown,85.0,66.3,High Renaissance
1024,Portrait of Baldassare Castiglione,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Portrait%20of%20Baldassare%20Castiglione%2C%20c.1536-1538.jpg,Titian,1537,oil paint,National Gallery of Ireland,National Gallery of Ireland,Unknown,124.0,97.0,High Renaissance
1025,Crucifixion of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Perugino%2C%20pala%20di%20monteripido%2C%20recto.jpg,Pietro Perugino,1502,oil paint,National Gallery of Umbria,National Gallery of Umbria,Unknown,240.0,180.0,Italian Renaissance
1026,Portrait of the Marquise d'Orvilliers,http://commons.wikimedia.org/wiki/Special:FilePath/La%20marquise%20d%27Orvilliers%2C%20n%C3%A9e%20Jeanne-Robertine%20Rilliet%20-%20Jacques-Louis%20David%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%202418.jpg,Jacques-Louis David,1790,oil paint,Department of Paintings of the Louvre,Room 702,Unknown,131.0,98.0,Neoclassicism
1027,Portrait of a Young Man,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20catA2.jpg,Pietro Perugino,1495,panel,Uffizi Gallery,Uffizi Gallery,Unknown,37.0,26.0,Italian Renaissance
1028,"Portrait of Thomas Howard, 21st Earl of Arundel",http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Thomas%20Howard%2C%202nd%20Earl%20of%20Arundel%20-%2086.PA.532%20-%20J.%20Paul%20Getty%20Museum.jpg,Anthony van Dyck,1620,oil paint,J. Paul Getty Museum,Getty Center,Unknown,102.9,79.4,Baroque
1029,Portrait of Madame Adélaide Pastoret,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Louis%20David%20-%20Madame%20de%20Pastoret%20and%20Her%20Son%20-%201967.228%20-%20Art%20Institute%20of%20Chicago.jpg,Jacques-Louis David,1791,oil paint,Art Institute of Chicago,Art Institute of Chicago,Unknown,130.0,97.0,Neoclassicism
1030,The Comtesse Daru,http://commons.wikimedia.org/wiki/Special:FilePath/Comtesse%20Daru%20-%20David%201810.jpg,Jacques-Louis David,1810,oil paint,The Frick Collection,The Frick Collection,Unknown,81.6,65.1,Neoclassicism
1031,Orpheus and Eurydice,http://commons.wikimedia.org/wiki/Special:FilePath/Vecellio%20Tiziano%20detto%20Tiziano%20%281489%20ca.%20-%201576%29%20-%20Orfeo%20ed%20Euridice%20-%2081LC00179%20-%20Accademia%20Carrara.jpg,Titian,1509,canvas,Accademia Carrara,Accademia Carrara,Unknown,39.0,53.0,High Renaissance
1032,Madonna and Child with Saints Dorothy and George,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%2C%20Madonna%20and%20Child%20with%20Sts%20Dorothy%20and%20George.jpg,Titian,1515,oil paint,Museo del Prado,Museo del Prado,Unknown,86.0,130.0,Venetian school
1033,Madonna and Child with Sts Catherine and Barbara,http://commons.wikimedia.org/wiki/Special:FilePath/MASTER%20of%20Hoogstraeten%2C%20Madonna%20and%20Child%20with%20Sts%20Catherine%20and%20Barbara.jpg,Master of Hoogstraeten,1500,panel,Uffizi Gallery,Uffizi Gallery,Bruges,84.0,70.0,Early Netherlandish painting
1034,Madonna and Child with Saint Jerome and Saint Dorothy,http://commons.wikimedia.org/wiki/Special:FilePath/Attributed%20to%20Titian%20%28c.1488%E2%80%931576%29%20-%20Virgin%20and%20Child%20with%20Saints%20Dorothy%20and%20Jerome%20-%20192%20-%20Glasgow%20Museums%20Resource%20Centre.jpg,Titian,1518,oil paint,Glasgow Museums Resource Centre,Kelvingrove Art Gallery and Museum,Unknown,60.3,88.9,High Renaissance
1035,Madonna of the Cherries,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%20Vecellio%2C%20gen.%20Tizian%2C%20Kunsthistorisches%20Museum%20Wien%20-%20Kirschenmadonna%20%28Links%20Hl.%20Joseph%2C%20rechts%20Johannesknabe%20und%20Hl.%20Zacharias%29%20-%20GG%20118%20-%20Kunsthistorisches%20Museum.jpg,Titian,1517,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,81.0,99.5,Venetian school
1036,Madonna of the Roses,http://commons.wikimedia.org/wiki/Special:FilePath/Vecellio%2C%20Tiziano%20-%20Madonna%20delle%20Rose%20-%20952%20-%20Uffizi%20Gallery.jpg,Titian,1530,oil paint,Uffizi Gallery,Uffizi Gallery,Unknown,69.0,96.5,Venetian school
1037,Madonna with child,http://commons.wikimedia.org/wiki/Special:FilePath/Angelico%2C%20madonna%20col%20bambino%2C%20uffizi%2C%201425-1449.jpg,Fra Angelico,1500,panel,Uffizi Gallery,Uffizi Gallery,Unknown,134.0,59.0,Italian Renaissance
1038,Madonna enthroned with child and two musical angels,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20-%20Virgin%20enthroned%20with%20child%20and%20two%20angels%20making%20music.jpg,Hans Memling,1480,panel,Uffizi Gallery,Uffizi Gallery,Unknown,57.0,42.0,Early Netherlandish painting
